Brand,Country,Business_Segment,Area,Region,CATEGORY
Woolite,Germany,Essential Home,Europe,Central Europe,Laundry
Woolite,ENA BV,Essential Home,Europe,ENA BV,Laundry
Woolite,Turkey,Essential Home,Europe,East Europe,Laundry
Woolite,Norway,Essential Home,Europe,Central Europe,Laundry
Woolite,Iceland,Essential Home,Europe,Central Europe,Laundry
Woolite,Central Asia,Essential Home,Europe,East Europe,Other
Woolite,Spain,Essential Home,Europe,South East Europe,Laundry
Woolite,Italy,Essential Home,Europe,South East Europe,Laundry
Woolite,Hungary,Essential Home,Europe,South East Europe,Laundry
Woolite,Croatia,Essential Home,Europe,South East Europe,Laundry
Woolite,Czech Republic,Essential Home,Europe,East Europe,Laundry
Woolite,Baltics,Essential Home,Europe,East Europe,Laundry
Woolite,Ireland,Essential Home,Europe,N Europe and ANZ,Laundry
Woolite,Slovakia,Essential Home,Europe,East Europe,Laundry
Woolite,France,Essential Home,Europe,West Europe,Laundry
Woolite,United Kingdom,Essential Home,Europe,N Europe and ANZ,Laundry
Woolite,Israel,Essential Home,Europe,South East Europe,Laundry
Woolite,Ukraine,Essential Home,Europe,East Europe,Laundry
Woolite,Argentina,Essential Home,Emerging Markets,LATAM,Laundry
Woolite,Portugal,Essential Home,Europe,South East Europe,Laundry
Woolite,Switzerland,Essential Home,Europe,Central Europe,Laundry
Woolite,Austria,Essential Home,Europe,Central Europe,Laundry
Woolite,Chile,Essential Home,Emerging Markets,LATAM,Laundry
Woolite,West Balkans,Essential Home,Europe,South East Europe,Laundry
Woolite,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Woolite,Unknown (GEM),Reckitt Core,Emerging Markets,South Asia,Household Care
Woolite,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Household Care
Woolite,India,Reckitt Core,Emerging Markets,South Asia,Household Care
Woolite,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Woolite,Other HQ,Reckitt Core,Other,n/a,Household Care
Woolite,Belarus,Reckitt Core,Emerging Markets,MENARP,Household Care
Woolite,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Household Care
